puuid,tier,lp,wins,losses,last_updated_utc
p2-HMRGivHqLvTsduJVvQPcunwNp0qe9TYZKCy5HBQ4PNSTASvf9_KnmBB4QT_l8rqFKTu0YMHtHdw,master,79,134,126,2026-07-02T10:45:35
ldWoYyCseKnnEasjp4YC8DJv0sE1iPMNOWjiRArM7EeVi_1hRuu5AH4cYBkk4WUKbccUuWennPO2KQ,master,79,130,95,2026-07-02T10:45:35
luccy1C2VGzDqm2qqOFVLu6fK8SzJ433nNU_kgoKOcotOX4ZlofN0_3rfsB7NIcMgxTnSu-f2cz3EA,master,79,49,33,2026-07-02T10:45:35
vVylhI3Z436yr3Z09sIu6UnmPAtCCaQMHkNck7oRwZnbDmOjo97wHGjZlDjfnU6lnxZVuu1upz0faw,master,79,42,31,2026-07-02T10:45:35
5gyG6IbzIWMAw-9yvmt1ahLe1yrjc6sUYZTGYwkCuiV45YZkzUAazdHW8uHWwFFoj5au6l0A6PtOkg,master,79,30,19,2026-07-02T10:45:35
YKd7fNQuR-MIPgwG6T8kKJlrVYzA3DRMS6W7YN8khi7u6gaF8C9jMUPUJEiPSX32OCBYGOhYcPmPUQ,master,78,94,69,2026-07-02T10:45:35
S4pML4HOZxufbKeSgA75nMotOKvCJQdG672ToPpA3hCZpWdeBWzBem-DWoo3c6_tW8cGRit48IPDDw,master,78,77,41,2026-07-02T10:45:35
ZlbdA7T46FjQbrISbyYh1o0JXio2FnEX-KiQHQeSwaEMED-IbcFsDiE1wY44fFENAyrVXS_7-ablcA,master,78,68,46,2026-07-02T10:45:35
KTRktjx4Dgn3G9jDis1z1dIe3rr5QxDaPVdvBDlf1kesBw-3yCYCaFHkGYF5yU9V7Wj_4dT9J4WZ4g,master,78,59,39,2026-07-02T10:45:35
sUw9jVb59jChA1JGDhKvfb0j61ftR42JejFgEnvg4xufosClP7cvxQYoAu-e-XZXydCTz5qHR3W_Zg,master,78,59,43,2026-07-02T10:45:35
Lh5K_5EnAyZt_Vy56hHRg6TfdvIm0NjrFnVFRlkSSXtsaGht9z9pDao5e_DbyDo7qUn8O4XE2jS4ag,master,78,50,37,2026-07-02T10:45:35
7PsbR_M9zruNUN_HFqa2MQxgiYOnYEii9cTxc4c3tiq3oDS9W5Y_lKv7HxrZ8KXRa3RLYdoQ9KG6oA,master,77,63,58,2026-07-02T10:45:35
GUFT8sgXaPfhY3F7BNDqFHZBwdSr7b-PCz1QcwpWCUd5vanp0Zc7yPePtJ8p5oAXDB3Du9_25gdNlw,master,77,50,32,2026-07-02T10:45:35
nzKUXizWs5fEsKOumpZagUHjAkNW4Py4vFJ99YPojAtKs-mTuxzDr-pBeGwJTkRVhqMr17rMS0iatw,master,77,24,17,2026-07-02T10:45:35
xA64VBc28F3sEFRs-lw_caGDKlJ0dckAcTloX81RYPQ2FDKUs4bc4JUWV19E3tWc0Vdun2szDZgkgw,master,76,90,78,2026-07-02T10:45:35
qnC9xAx4jWh2Jab4pCMOhkUUDvFn2uKAKFsVD9p_z0_FJXXrjlvQusoxZ-1PH4Jqw0OjRcqQ81SROA,master,76,84,55,2026-07-02T10:45:35
zCQ10jrQghUbjW1g7c4BTDa8NSEyoyVMSMCVviY2cei9rDMJEvduXh02w-8fPGxqmTTqcPeG-NdO8w,master,76,84,72,2026-07-02T10:45:35
HtnjQpOBhObyF5bg9It5JQnfn60pNI4N7cqzu-Tr77Mibvt7m4guc0yTh1kM0hmyvP75zux1x3vneQ,master,76,60,36,2026-07-02T10:45:35
pvXW7qjXT17YWaXq2FUBDRBzQOyDJxHEiquESc1_K5YujQsMLOFrf_Ebn0j2qf5qACB9jI139ktjwQ,master,76,40,48,2026-07-02T10:45:35
K9mx74_-yZUhP1RIs3tciqM5Ze_QCKPXxGCGdIyweP4jGPFQZHE00pjzCe7to512FbE6YLQSb7oRMQ,master,76,30,37,2026-07-02T10:45:35
pZgC6frG3QdEJhFWVUmfp5RsWOAoX4hgCqC5P4vIYnl4KVSsueQ8rJTjjjzBdRu8vYhjR-YlWAuU4g,master,76,18,6,2026-07-02T10:45:35
Fph2WRo5xuWlIyRH8eWv2Oz35X6ego7HbHE6WiiZ3gWzGOBM8TOCEjA0r2aPjHzis1mfDiAPx3YgFQ,master,75,180,163,2026-07-02T10:45:35
K-V6-jmPPfdcZgRxsm3ZLIOGbYkp7OBVb34WVn1MsF5yog608lad0w03b1md-6TBHN4m4AIzGxoNHw,master,75,153,126,2026-07-02T10:45:35
lwJ4EhhfieerfiQEMH3uoTPau7mHtAh4qL_N-jDc6Vs6dhfTac4lgkQ2WDds138dU6TZBXdy7PSJuQ,master,75,127,128,2026-07-02T10:45:35
7v5M_yN66haaIkbbCx9jun8cQkySzFo6G-vWMJkl7OXNnAoGoB4ye24bMTylUtxzNMoCO9_OA1Vr8g,master,75,73,43,2026-07-02T10:45:35
PEbuJvZfX5wItwQmHCa7uSozqclWaJeqEwVxkgJPd8KO3ateY3R0e4K3hLu-jFb2NzbNZ0R3PWYmcg,master,75,54,45,2026-07-02T10:45:35
RcvB7558KbzpR7KjWsMqmD4id_XXkMmKKCe8dHCiFO-1Z65tE5I3l1LMOmTDX_87arDzwCZi-oahcA,master,75,50,46,2026-07-02T10:45:35
TfRoi4VEaM6FtOUWecIrQFByesfPQeJjlE3Es3oU-tbQ5pxNJd0uNV1CRH7xEpP6YVnAT3KIgeauXQ,master,75,50,58,2026-07-02T10:45:35
m-5jxQfB2LzfuQSEupUsKcaHQNIAH5_YzRvl34hULVB3hTirhkFQY8LGKfj5gPVJPfqVFCm5BF5QUQ,master,75,48,50,2026-07-02T10:45:35
bbbFinsrS0fF8gk_Zt6EXbf7Xes2-JhPYDey9pgdbsHauZs-pYWG3X3QZBXoNKQZkYbDtNFRMtzhoA,master,75,40,21,2026-07-02T10:45:35
t1xP3kAD_bOkxtNcsFPo2rkF7CeM2akHS9NsglvhStlICErOUWuqR8H37pyHk_ua6tItiwQcSa5ikg,master,75,38,31,2026-07-02T10:45:35
YYt8ytaOidrrI1rWCWyjqZY_FFpUXZlHdYMYD3PxNZeGGaNDfpvsnmDLGW8-38PRVEv2FTQ165J5og,master,75,37,31,2026-07-02T10:45:35
gnhthU51e8-_dXJI6KA7NHbCsD33UJLefGBVpQJH1LBTn6yoJbyEzqDAsvnAej29mW5jG9Zbq85FRA,master,75,37,36,2026-07-02T10:45:35
GqfKKg9VsqBe8EaNxJ2q-sQOHJTC3Qd_oJGGM8xUPh0-07wC62550l3r0cDHSmvvDlrJfATQKRKb7g,master,75,37,38,2026-07-02T10:45:35
7iSq-R7CQsVx42j9h9VUD4vI3naYznBS4qUv0AZs7P5FBKd-P0uZhKzNp_i1Dm8RWDrSppfNGXBVSg,master,75,34,25,2026-07-02T10:45:35
ZB_suaZiVPp-IARxqOXmGJzTr0PrH7ihV0qZxcd43M1pQdsS9jo1oeHY9PQ6Lm3q2yGGqIuqpWCrvg,master,75,28,23,2026-07-02T10:45:35
24ALs3lDAQyGsB4quZKUabGu8UZx-eQlagHX2T5aW3dVtbowMmkmIsIW1_4BQo73cEhvfCAwDn32wg,master,75,26,23,2026-07-02T10:45:35
xE_apxkh97d9085SwhvR9XYbWeIhPsVFxVL4z_Gxy7a4kFMrLHGTWcxvoRmMIso1EvD9-go7FRkO1Q,master,75,20,21,2026-07-02T10:45:35
pTHnQckjsUbJmTzW36xb7Lq1vMEG0k-1RhoevjR6wohlCjO--Fhqhh39gCV8gVRBvzvD-zu8UeOpuA,master,74,192,167,2026-07-02T10:45:35
HWwHWzV6IRjMsIq7bSEOEhCCbJl7-ug7y2L2tdiCEet-N3zbGtxFG8rvi3PMOsJORAr1sl7rR7BSqQ,master,74,83,66,2026-07-02T10:45:35
BEhSC_Y_849sDY6eAXP86xCv66lnfGLQVmSUbLInosvHE0OUXw_f44n1n2Lt1WYbrfE_Vv92OOztyA,master,74,75,68,2026-07-02T10:45:35
1YbyO4HweI3g0wdd4zT-2zLAwN27S8ilfVswxWs3PVKbetWecQpQ4iNivSCu3j0VE0HWwEY1-yMKsA,master,74,69,65,2026-07-02T10:45:35
Lls63tS8fVXBUS4wM3-AHGN1XsylkIQy4_3SpZrfjYO_SlonrZXLG4V_YySOyyez8NpI9qmuHT-7DA,master,74,44,38,2026-07-02T10:45:35
4onBv2z10lg4sCvGC4QgoxRwDHNZ3WXISmTDz2jwvavYM90ZCnY79YR-z-asnJ9lEFGTxI_21xlSOA,master,74,32,19,2026-07-02T10:45:35
Z_hnOLnLd9bWJ7TvVnSN6INqCwRrkCxsPnMgGW8TPOIljPmDvIa6yw6h4X2IWB9iSszk80HDHhi-ZQ,master,73,88,73,2026-07-02T10:45:35
ihQ0GUqWGEoQHzOcixIXricNZ5MrXGgFi19TCqqOHI8cAgFss0-K7E8jVN7Bj-Zcui_lhkfl_cZs6g,master,73,63,65,2026-07-02T10:45:35
iKST0rMyb0lOGZ8E4zwBcMzSugWQYrMHYhBnfHTZ_WiE66ichcSL64VX1xCu8qhVWs7VUKy6fS9tnw,master,73,46,46,2026-07-02T10:45:35
Gjxayk-9QJAje7KmI5G8X_SnAZrw5tci9vlOaWiAjcwa-pV6KBRL5aUunNGfTagCovxVjXm0o07Rxg,master,73,40,30,2026-07-02T10:45:35
hjpP3QEbOPYTWvUM7_LiTdyrnogFU7Oq4KfdCAzb6MbGIZrpWZHcEQqm_UOSdf0ewFYyETMbG9-H2A,master,73,24,20,2026-07-02T10:45:35
voujbuP_AwmIx-SlYgRRl_i34ToPe_Xw1z4o88NZmP5rrg_xDOHPyx-TiX7hv3t1w6yQqI0t7PeTRA,master,73,23,12,2026-07-02T10:45:35
g0QPgMpZhxF4PTfGudbEYA36-RVXMvEdT23z0VTBobQCcEdGcDKbhxCq02xcY5aa_GGeEF543PZ86g,master,72,124,121,2026-07-02T10:45:35
_WWzrajzUtn_uURFnCLOHzGR9QUNox5tD2dfykXCaiWvLXxGqXZn883Ucb5OG6swftkjPjY-iuELwg,master,72,108,111,2026-07-02T10:45:35
L8M3JE84KTfIcl1vH8iQZkKgP8mji9vTzDPnPVmOlnRvzEHhJOwYnGMPmbm3_RKIzaGI-iqSOHxilg,master,72,94,86,2026-07-02T10:45:35
tvIr9hKgJh6kNLD5pBxn5UCzluZPcSqoS1xWj0bcoC95Wdt2U-42q_1Wt48-FygwB9dkRVFqzo_P_Q,master,72,70,58,2026-07-02T10:45:35
comvlMO7_2QCfEyPt-Wh99-sN65glcYqza-d3iPE3zrelEoqrvpWg6DvFx2JzumwXvnFcjJ0eFlfEg,master,72,45,43,2026-07-02T10:45:35
tT-JMNrF5DO6e8JvCyJqKS6vB9etOxIdJxcTiUQ9QHOSwI2YLa3BhxKSWMFuiAyqhJuPc7AfyCKsUw,master,72,37,34,2026-07-02T10:45:35
9N8UwwS8HXiZh8lA4CdMQbJ_D757zSgDBwNHE82U-bAgfoJiC_2pn17pOe4-okw2N87PbV8U204W-Q,master,72,23,15,2026-07-02T10:45:35
My1v6konJhkpLo0WnFJeYTooI-GVBfnvtpjmX-RgImSxuhMs6fcw0RHJhRqvJdn3uVEMeWrlp-3ftw,master,72,19,8,2026-07-02T10:45:35
36TZOvW641coz98zTWi6cv17GKOz1UOUR69LymLmDLcf-wwj1ygO1LzpESfkITAxQ_arzL5fUQragg,master,71,150,133,2026-07-02T10:45:35
WWFzckLM9XnANJSrHuqinBSk4kiuvqxo7jxUSv61VLLaD4vPKMp04TqOLBkRUVdOIzqe0cMfr_6E1g,master,71,75,69,2026-07-02T10:45:35
85f1yNAux4eL-ISr3GFrjrr9IVr14MeEPGhbU6HkWNh_5lV0edOXzUWhpa7CrHLvSEtmokWiE9PnPg,master,71,75,70,2026-07-02T10:45:35
V34ERFU3rQ1JMmP_IyUXZu3gXdietq3XGB2XqovBnw1bUFJKWuWzulCZUN_-QvO21Xjx6f5lnVPTcg,master,71,50,39,2026-07-02T10:45:35
eX3v1mGIRF2nQE1CUSKxn8rT4WfH4XODIr2_V3RnePGxaN_7e7KsFTDQg1KKALz8pYxIGZXq8ziDVQ,master,71,41,22,2026-07-02T10:45:35
JkpgJV1cQwvGjTl6v89Xh0r3Scb-4mXBZx24L069c4y3S6DInXStoSAaK4E2cdPCwya69AQAdHKIrw,master,71,26,21,2026-07-02T10:45:35
-2aLzKzwWWWUV06nxtR1MlaJ7RD7pslnxqGe4Zwissvr8xSaJ4IrndjLrZqswEMf8Ec60fJPzK1cZg,master,71,25,14,2026-07-02T10:45:35
Fa44HwhfQTIIdCRgggrsInxv0iN30N7-mk1Uay779tkgPtEtPDNJaw5RKRwJkhn-X29JiAeuj2oiag,master,70,165,147,2026-07-02T10:45:35
D1CrwO2izde6KztT-8QrWjG_bUZcRDZ3SsrkT9Su3BJHIApac6T6EDqH-8LtwdqR65nVwFj1aklaXw,master,70,121,101,2026-07-02T10:45:35
jYAi35r146Ze1LY62_1aUQouflJ_6HFwMOCwkv4bCxOxh2MnKHwctGOsmnQRO4hL-pNjd_L_LnTQ9Q,master,70,82,73,2026-07-02T10:45:35
juLugdjP06T-RcbyFZ8hyaE1ZuB1CH_nOC9nagTg0iDhvWEsQmJ53JB8xqBeDcrSoofgYg6R3vPpmA,master,70,75,55,2026-07-02T10:45:35
Doj_Yb3mOoFfhFTId_ESkQhSg8xa2-Ry99fTNCesIbJPwsd8r9-GVw1PaO06XjgdUmWoxnWRZ96vwg,master,70,70,64,2026-07-02T10:45:35
7HhR0NBd-e6pZHpFIUt_p0mgIVdZnrqA7XmFy1crzEpBnz-xEylgYCztTQLJie6lmYguaCxkqpor7w,master,70,59,41,2026-07-02T10:45:35
vgNJVNLnbDNmqVQd69_Zhfr5mJ4lNPSJMZ51Kz473CJjGPInzkO0-nsMd5Fc749yku1rdEqZ6dWDNg,master,70,54,43,2026-07-02T10:45:35
TMXy4mvLXEk-_9YnpQxAwzCVqPKn8Ix-icBOFtaif9l5Pu9R6TFoGH6OHO8nGVXojxlqRimqSb2Etw,master,70,49,16,2026-07-02T10:45:35
Ky7jijm30zy3dAFTEJIt2jtuW4pllSHIZd1qG6J2B9g58y2hj_8U4koesusFb8LGBMDCWpw59f1pIg,master,70,46,16,2026-07-02T10:45:35
pbmznojOERH13UGHERZGoD1rFUHzBjjOKp2L9x_N0FTHfEhE5wQHJq68_HXNUoZDDjJoXMI6jnVfkA,master,70,37,35,2026-07-02T10:45:35
m9UsR-LCuDiC9g_XVix5QZOi_LQZrsdcK5volXPklGvZD_4CsvRkudBNZBCtD0yzIR0JKjzPNLuo3w,master,70,35,21,2026-07-02T10:45:35
3_8Rdbil0yVzt0fB2zoDrOhxxw2Q4uPr2CRRuemGNaLYbb9lzVftG1NqxgvYpKUMesGGoAbMCsmnOw,master,70,34,23,2026-07-02T10:45:35
hi1pYGWz6UQZRrDbWytvc7KTxoQAfpY8verrgXzg3cX7JFgre9TGlRUYplpaxtCiSLHVTsrI59anow,master,70,27,20,2026-07-02T10:45:35
f6XVHeCJwEHhDwBpvB1Pc97iT83uKYtufh6iq8dmFY34oJUrcB725GP_v3Jds4AYqxUlON27sLZuyA,master,70,21,10,2026-07-02T10:45:35
oQCdBwFA9ka1_dxiEcB79MQt2V0VoW3IHyvkXDWRwpO4NEAix41xafRxZpn_x91UFRqOzjljwklHQQ,master,69,61,67,2026-07-02T10:45:35
KU8z1FhxqZHdHcRHMnlHqiOgWuK6Ql8bKi8OXH35QhEmdPZlKCeZia4Qn1GdcLYfuagN0nPWL_71_A,master,69,55,38,2026-07-02T10:45:35
zKw5a7Z4xPvgBewTzM6_U9kX7yESLGt4LmJPfcisB3L4Q0-aCkhYGBfggwBNkP5fte7-FpDFfXxcYQ,master,69,54,48,2026-07-02T10:45:35
wzgCwx8PRkpymWqbT5TaLw_KFsFoHvX5pZ8dw1U2CGpTaxQDjoDUinNeTbxeZFLSzkcWgqT8SBjr7w,master,69,52,47,2026-07-02T10:45:35
nhLHrvnVJn4Obeh4FkgyfK6C4l_kHbywCBio2CYfODI6GsOzoTlQ3x_hz-UUCAv2gPGxduu0_Kg7_A,master,69,37,32,2026-07-02T10:45:35
F_BWfTcBAbA9xyLGNKEHh8_H4CSUOcsFREEMjqokiHForEkJZDSK7adEsY4RiEFay9jt3l5tXkJZzA,master,68,63,55,2026-07-02T10:45:35
NUFB9Zjfz6UCK3OoIm3yLkCovgKI4b_fST6jnhKnIgYQwf7s-qoybgEH2DwjFaXuFGZz1ZDb5PDVBg,master,68,53,46,2026-07-02T10:45:35
cPxMuUKhxagxqD1TpGX_eawsOVreVC7J0h61e16AAmw1JBE5r_uLZZTkpsAEcRJwupFPnZDFrJ3J-A,master,68,42,32,2026-07-02T10:45:35
hxHKE_a8g90LQG_ms3Yzld7N_5PXGhK4caypuRKlmXYTEHjW_akxTW7WKyDSBOOCVAEoHx80p46bdA,master,67,80,61,2026-07-02T10:45:35
jouLE4cYIBWFf08TbonPgM9BQYULny9TAJde0KZPy6-DDhgF_UQhlzWIgOueeWZztFXwkK5S-JoULQ,master,67,50,34,2026-07-02T10:45:35
LVPkPWXqviKvKuA3CAIg4NnRJmn0GqhNpNboi2q_W48s_pxZiGavy4phWO7FQ7imii5fEuJSMkHFVg,master,67,49,35,2026-07-02T10:45:35
K7ePTSAVLa9PEZI3MnH2GCgVE5Rzfz0NVpHGPTqWbtcjJgBD1nxeJ38MZViOG99O488uMlB5lxBVmg,master,67,43,27,2026-07-02T10:45:35
G8Oec1-hqelIQFtkNuQcwamTSmnNNXoouVem885jlVTvdmnOmoGgDvqIBocSprgm-zX4dWfrbIcN6w,master,67,39,32,2026-07-02T10:45:35
cvWVkqY-W-Ven7pxcqbGVX6UqFZQiMnTuDMp1PGK0xtQDywhyV7OqgrQmYlasFYV-5IIofpdNlLCGA,master,66,126,129,2026-07-02T10:45:35
off94TPwm6zcdj5wE_ICc3U82uh3q5N91DKmc8WNtP5O_Vj7Z5K5kQYxrtFCUe0lNovfLylpek53zA,master,66,60,59,2026-07-02T10:45:35
m3I1Otgk3sdt1WYJT0okZ_UlqKeu0GA4lGMeuDZPnTrJrTiFkmzoEFjHtL6e3YpPiPah71kQxjWdQA,master,66,44,38,2026-07-02T10:45:35
CcJ56Rz5jSMN6MLdic1lmK8q7p3vbLaEPm1STQKUassX82aad9vTe8oh9rzCRmiXFGza_m5cGS-DjA,master,65,100,92,2026-07-02T10:45:35
bxF3A2tfR7vKyRYV8AcOmsEXmjR-Gggy6T0nnbLpeJSH59HBQflZINS4SuX2Ev7q3bHPvq642SNJhg,master,65,75,68,2026-07-02T10:45:35
Ui6lkN0IsoIX9iAR9r3Li_GNjsxanpgPM3eTFKXxmN_Ki6AFa4nGjfRzyPnPzL08CAt-O5wIVrmheQ,master,65,71,30,2026-07-02T10:45:35
-ScfXctLcWZp91GBylfz6MmLwDR7abvBv7eq-A8R-p0WmXI1ldfHZ-_cJFUCpf_kNTX6ex20nnPntw,master,65,68,63,2026-07-02T10:45:35
W-aWpLoQFQLZkbfTl3qrzeTDCWnGw0LcQ2i0R9jlGYUQ2qbTaJY5UMnNaJKpRwDY0bVnbiVtnW1uwg,master,65,66,56,2026-07-02T10:45:35
_Dnt5XBugjN3hXBpjN8TaAEm99IrlYNPm4tHWeA1GlmPNsZTOrTfc7KBVm8-OzDFUC5h_lPa9LtgNw,master,65,66,58,2026-07-02T10:45:35
ql7ZMITOrK7f0tDQnW7YohCEHrdRMB93YKr0MOfANXZd9VWmb5pjlK2Wylkxehuz4egZPfN0kL0mGA,master,65,64,59,2026-07-02T10:45:35
_uzC4tZqNzEr7FoFdJ4wqFNdIpWDN_XNiNN710r9zT0KGIdS0jgLyKvA21Ne-QCF6K2UKcxRGUqXfw,master,65,51,52,2026-07-02T10:45:35
MjQwikTqcrShrGveezab9I9w_i5fFlCEb-bVSlR2fiF5RF0EcKombHGRQB91zBhj0gQWuM3ajAcxWg,master,65,46,23,2026-07-02T10:45:35
KeJvAo-ej9REycPGPL9nOBYR6JQ60b3MTrNBdAdGjV80DdnBdN7nGpukPaqaPvvNnaNLLn9HruT9gQ,master,65,43,23,2026-07-02T10:45:35
5xM1fQ9QWyBUDOWAp3mhtvLuQiPCdQERthLFsLAaKEjks-q3C48sQT-842wnYcOun4q-_EuHYtZ9mA,master,65,38,23,2026-07-02T10:45:35
Vt5VcJcvc79Py-6QPOR_DW2NiQSnqxiUbzGfOfB5IrK_PywQjX0nVpOw7ckqxRNkl0bvS5irdbxvJQ,master,65,36,25,2026-07-02T10:45:35
5BPHgPoaVZgaa8QOhrvfIKHincAk5gIIuJ4hoki7WAW3XD7FwjZ1fv7Ao99bwyLHmu4pzw319BUyNQ,master,65,34,19,2026-07-02T10:45:35
RL8khWUHhAECWLanYkNGsQHPVIUbGZMBNLP6mXs-yj6uTDyu30rjw7UgFtRV2fg85qi76vDbo-RGPQ,master,64,131,127,2026-07-02T10:45:35
jitEvvcAvooPZ_mKWszoVTO2DNREHAo3Odx1RfHeyGBxS43lMRa2aVCUORoYoMQdhJfNYDByx73Y3w,master,64,93,75,2026-07-02T10:45:35
aRX0JVN2uEgyvBcYU05n45E4dulKwxvl00du05CeX7G_P7z7qeWN2F9NIg-v_LEtky-Z2H3CEOXdTg,master,64,71,37,2026-07-02T10:45:35
XST1wkRmfBSeDh3u9386w9drVCh3qxKK6Eld0nPxuYI0nR1EkqANxA_XXv3ckDO2SaxMOQnHhGJDVA,master,64,65,74,2026-07-02T10:45:35
axtSHUV-V2jgDFoZADFYiweUs5C97yzQU_lPuH2aSmAnzYCqUJvKx71xamXmmts1aXvt8etvxfN47w,master,64,61,49,2026-07-02T10:45:35
_BjC5W_N0HdYXcMNnPr9mwfQIDFWLvLi-3QHAIrUN-h9xQ7I-gtBvDCeR30NxtloX8L7AjJI6dC4ew,master,64,49,47,2026-07-02T10:45:35
rcayhtxNSLLkjl7Tzns69NPDfnwL83Z1fTEsRQeKe22hJ-nJE1p6dwWe5Klw3e62i_zMxXzxiS4woA,master,64,36,40,2026-07-02T10:45:35
LabbCdkuUq8TDwqVjP4YK1GgRCNwo2dvTaY0hB22EbTJB_n5_YqmRM-zmjtFKOrPCGGkTALBptN5Gg,master,64,33,27,2026-07-02T10:45:35
eIxBQhmDhIQ71qusJ3TogL61xpu2qNu4XovwHIePdlLCNTgMh2in9Q-qWRaPhB81d2VgOQ2rPBh-sA,master,64,33,37,2026-07-02T10:45:35
ERdYVfg2jzS_YxP48UHYef3KSi5kmvvxsO9t4E5Lrhf37xBwgNJ87lMiMgrDfcAujHLe-jRs7GfKXQ,master,63,198,186,2026-07-02T10:45:35
P4UMRykAzpEvvfp9ELVzJ8-vg7td47IdXRlgG2N1UpS15Y0wGXi7QP89mt16iuSuRe8ESEvqs9jd6A,master,63,165,148,2026-07-02T10:45:35
pX6GxA8-W24bPQ5YCuq5faEugzPk281FMJwv1kkVB0BeQHKLES5rmr_km02qOBDtwulnfMgVwuq5fQ,master,63,144,121,2026-07-02T10:45:35
pc29fhq6gmgIfWUGs5iydmqgSLGAxd4NkasQvICY_sKhPr5rapg777f_4V4FZ5P-bn2uVhY1DYdOfA,master,63,100,79,2026-07-02T10:45:35
ApBIo6eXyb-zV52z3y5bOynZqCTYciVrjfbiZ342OnR-LtihSlT524DDDlf2Q4jOJZ3w6NoBhNla_A,master,63,79,70,2026-07-02T10:45:35
1xWjml1mCoEFLwtiTztLfN_npYwhEZ9PJK7GkWlO6modV4mtqvpV0BnzVzEzpFw3UVpcfBs3Q8fhvw,master,63,72,63,2026-07-02T10:45:35
GXodRw5WMB8m4OQuUDkOq8v2keDtaH841rkQngyTmcsTj1qP22-MwKxdh1wAcnpTLY4OPJQdA7-SbA,master,62,113,96,2026-07-02T10:45:35
YeS4RI8PChs6Vk5k6uCV5Fah_T1T8-fbyhNKuSprG1qbeZ4QNfgUkB7T2BOYIRsrBMVs3T7-DQNEMw,master,62,99,91,2026-07-02T10:45:35
MGblcJ1EbUUeRuDlzPkZ9tkpgIXl5ONMtUmWfeXkjJcYBKnKMBZmV9u0RiaUwDxhVKrk7MTYLAr8zg,master,62,98,90,2026-07-02T10:45:35
ldbBVxGY239xnjNC-vW_TboE98BuCELhtJ9Yx6b8xund4ij51XXFKCt3YgZ1tlUWJJ6AkdimExnuZg,master,62,79,63,2026-07-02T10:45:35
UW4tU_GrmnNx6hD-K8QGisJ3Kn7_tkjv_GhDWRmcb7ttyWcZlFFJX6BKFTk1BLKIwBfCeL6PUaMoHA,master,62,72,72,2026-07-02T10:45:35
KKmxSysjd46XEv5hhkTOIHsOkzj2lEEjeksVQTG9snwTDoZK55fb9yY4RA_TazThIjhTGGqq5KJSmQ,master,62,65,50,2026-07-02T10:45:35
9QfXwTIxuk0xXo7mHGL62Jp4wwRA_dNYEepmPp124HcsS8ACqYL-wynZb-sZRBgay6Bclo8sqiEF2A,master,62,57,57,2026-07-02T10:45:35
2-Gad653XCMZ5HZOtiP-DBW9pHTLAHRH6pY8Fod-oEy_YVeZhRZUjV-IFTVSDk5zFEvYrC5iMhqnAg,master,62,49,31,2026-07-02T10:45:35
rt7GKXzrEBLLTc62vY9TSvW16zY8aUvDH8du8fEQT9RZNmh9rxQZpM36G31lzdFoBba40bq73kB-2w,master,62,29,29,2026-07-02T10:45:35
wihU7EgvT9DVkLE4gwzQJyzaB3ncJ8cHoAjl2eFw28yGnpPY0SuUI22jCVRmC-f3lK_qIwR7E5bvcg,master,62,14,3,2026-07-02T10:45:35
ZE-wOZ5CEy-QW3paihPoR03yVkky5pja3MhADJa85g8o4krq8suS6x6WimPdCnM5o_CKJQCMcxsrBQ,master,61,126,102,2026-07-02T10:45:35
Hif6_B_3BG4wxHP-VzqApt0n_Kxo_EuTADtxRTejiN2OTN00FtXkxtsGGCzvyefuXeCk8fjM521gbA,master,61,87,70,2026-07-02T10:45:35
xGnRcHPVz60svDiIzxMxsfD_7vgnyM8jVFNBWJLwLy9nSyqChsnZQ0iO_H0KYTkxE0l7h88vrXbrcw,master,61,79,71,2026-07-02T10:45:35
Re-xwRrRtsIJ4Tlj93QC2WO8u2eeM5UaMbYOqP7B-76Ts4DkOgckHdPo5dqOX4XTsfKoXW390zFQog,master,61,71,67,2026-07-02T10:45:35
RZ_q58Zh-WPqRBWS11mH0olR1u_-CYFX-t6v_VaLGhcef7bUk_Iygt8rMSAe0_Hbgo2WjV1ztUwoNw,master,61,52,57,2026-07-02T10:45:35
QVTLIDIod-gL8lILrmxd6_relu4UzLBqeFtPFm98jSy9KaJn0_UUzd76Phwff73F7OPS0Rgfy-4j9Q,master,61,51,46,2026-07-02T10:45:35
NYQZN6WbZ687PdbBvHbyZHdO0-tVFPXcG3_gONpymvnzN8jCk_ecJGYFkTt2H93pAEv3L75rcEixfg,master,60,146,139,2026-07-02T10:45:35
mXGtDTLihO_GuTJTWYnaHFpCXU86gQxfD8QcaE3rJrthzKJDNFKYW-2O5XFMb836TYr2CzIrDlUjiQ,master,60,121,87,2026-07-02T10:45:35
ZsoCqC8H_nm75Xn9IsKWJAjouaWf2XIc1iTU09FYUCZYVe2-qCXIDvEEsW614-Dz8UYu-8xWbrndjw,master,60,116,111,2026-07-02T10:45:35
2n8n2NM02FhiCN8KHL0Ba01hUAunU8foEM7I4eNhRP-XwK085S6Irzqq6r1Wb3ZzGBRmAHdfYlyxlg,master,60,111,83,2026-07-02T10:45:35
fq3NbMj28IHK0MiW27TIT3fslg1AyLCn9AwpSgilIGWzIJjBgFBLI00nBuD6qYh6ifwsP4kINoB0rg,master,60,94,90,2026-07-02T10:45:35
B-27fW6oCxxeUsG9nKEaqsvLn0OhNEukrNNfW2bKXPlXIWf7eOrEsXnIkySI57TL1Z6n57UQgMGXdw,master,60,91,75,2026-07-02T10:45:35
