puuid,tier,lp,wins,losses,last_updated_utc
jJwt40wUZQG2Yi99WOUx7ZSNyudSMoNvE-J16I5Ua1Hlv0v6rW2jSjH-TSfHm-s0bzKkfYkjQa99wg,gm,483,101,76,2026-07-02T10:45:35
pMdgzMvcF1DWuul2LrKDZHeS_hkGvU9C5VQJVeot5R_tsaRKdamr-mnPACrcFoaO9Yb5htf8AJ_7BQ,gm,483,96,78,2026-07-02T10:45:35
KVxN21vEymzipMU4oe28vNe70nsbvzH5i9lSRw1zuc5rLSLKmxL6N5jx37djwIPX99geZXTMm00oFg,gm,483,78,61,2026-07-02T10:45:35
hL5Hx1eh_0FfZovZQpEkWEEmZ69CFQl7ZOjBxNClJT9R9pxJ_szJZlwEmeDkjYw8Thp8GNNC6pKEuQ,gm,482,47,33,2026-07-02T10:45:35
ApIAIpHXoyf1M4N7Dc7LcYOIij2Xf1JsuW2a5nFXL48BQbnuADGLRshcPKF_H8pVAv1ZwJS91i4IGw,gm,479,102,84,2026-07-02T10:45:35
C4Hv7LeJKN7np2Wl6erd8syCifTBmQZ2Qs4LNCRD2htU_xnUSzCcfZKTKrcehOOmTtWQ5EugMa2Hdw,gm,479,81,43,2026-07-02T10:45:35
Qv2o8GM3bh1GliiLgmgm5RSLhCZJTuMG0RkIKFkwS-JUDqVQhYqHI0Zk96cJ1BdsN5WkHdnivqffHQ,gm,479,63,50,2026-07-02T10:45:35
i63oN89AyD47-2bY5--yQOa90H5mtcSXSd6MTddcT_rtS7gv5mPtlRxVempqOTNpan9BNq1ibHHOCg,gm,478,73,65,2026-07-02T10:45:35
74sQVg9-nhGArbgUYqTNN3JF6cPAqQgIDyJzS3U4u00aQINjjO0wltol-PMuyiFDAZ64rmIrrqycnA,gm,476,108,124,2026-07-02T10:45:35
jzjGdnJ5gr24EQgxvm20CXJEZzSP4rP6eMeEK3Ta7aeKoS74a4yo5ppGMJY8TQqRQk_eYCNACMfRpw,gm,475,122,115,2026-07-02T10:45:35
sXpNBG2E2eyVQ4kwc1PM_O7V88L9EfFCr1whXdKtnecs81_MZ3fSuS5pzJcn2Osfgm7j6WNuti243g,gm,474,144,101,2026-07-02T10:45:35
3goxCzX8sUwm0hj29rQCq6PXtAcFrFLXz51BweRU6iHJgluPoC2m777DePY0_1Q4L4_uFCvNCKRJAw,gm,472,184,194,2026-07-02T10:45:35
0QpQWoEDpNK7BGdtFy5s3PtYGAysUkGPeadd1ALj3wWYoEqFcX6bhOPhqoWVm8qn1DoY-TouqMJUOA,gm,472,60,44,2026-07-02T10:45:35
LBpO_FuQA10eGSj3YsRbygi-tFB-J1_JPwVyDkpxQIaN62jh5dkTASGOGybogfKDwg9IreXRIhTcaQ,gm,470,87,63,2026-07-02T10:45:35
3pIkmzZcifSlDdWv6QZAQnxjV9jqGspB9tO-4iC6IcIW6EFn8ip8DYbLcV8_Pa4-XwIiBPKY2_yXAw,gm,468,103,90,2026-07-02T10:45:35
A9vsVniBETGdVuz-7TqrQWTZ4dcQ0GAUMJGZ0CcHkiWWzWbmTVpBJUaz_DjgmyP2ULn9v-1Lm2GjDw,gm,468,63,50,2026-07-02T10:45:35
1W-YnmUZm4GJgzPKaSKEpUlvNCq6-2dNJzONuyWU24b5Wu9NDYi58-zyOSw8qByurVkQdsZsdTfIlw,gm,464,89,82,2026-07-02T10:45:35
5uT_PT-w80AdxpFdMUlyaw-Fry3Y7I80McS4OHnJRZ9ytSOZlTcXRb9hweTNm_PgNKOmPQ8nrn0llw,gm,462,148,136,2026-07-02T10:45:35
NCNH5LYDDOgYk6jUCha9Ba9aHHmiwpnWhhmCk90c85Xjg6rsbYYaLdt7Bip60CyXJVfQXi6yumChUQ,gm,462,128,110,2026-07-02T10:45:35
mM0Zv9EsYMLOMiovnryjeC_QbJW9038EGKTi3D1Qig1xP3a8vUwSUJxLhYjB2d94N-dIvT3J89qTIA,gm,462,113,88,2026-07-02T10:45:35
jQp9HjDrq66AgxaxzMS6it0BXO48qfOCrJ2_So00oOL9N34mh_K9ewxp6pYM3eYaYHBioZa9ka0xGQ,gm,462,60,48,2026-07-02T10:45:35
CwIUdb7GMeZ_lsw00NDv0td_2OC_N1R1ncfrD8bbk_fKsjkphnKsJng29ozoQyZzbq5cltnNZtj3wQ,gm,461,119,105,2026-07-02T10:45:35
U0bMXJgQyETGGB5ZroKuodL9c812DW-aJmdKlm62KatyFds4cvfNfxKofwhvHq4R65-Q5Np5rnUwGQ,gm,461,97,73,2026-07-02T10:45:35
dy_inNNRoU03ScS1Nv4Q--qbKW1S58cJSuEA2f7bB38hWL8jEhCX6ehozZx1xf66llfh_cgXh08Hpw,gm,461,87,84,2026-07-02T10:45:35
fo8QloBZE9YKijtKnjYzaQLAFy1egEoB5CdlBe4ev0Sde2XyB6vth-aCb6sl3HJ_6qh0vSkKiJPQDA,gm,461,76,50,2026-07-02T10:45:35
sp81DBRjTVBCCOTP0didEFm_avzyCnFhzodSD0ahzlf_asMVfqWCdeyEqMMKZx_whWrUuPSuoTou9A,gm,460,159,106,2026-07-02T10:45:35
BbeUiSU8h_UKSjsuZtgvVbNxoV8psIZP31o2KvDkqLnLYT7dImJo9JPI7H08uXVctAgdGjMX_w-kig,gm,460,130,113,2026-07-02T10:45:35
z8Yh6avEmQxtNwwmIL8tp7r4CNQ3S8ONI0CKwO_r-KPjQuj4HQw-Pbrz_2gLg7b5qrl2kvHglvgyrQ,gm,460,90,56,2026-07-02T10:45:35
Bbsvl9TZNkRwFki6GIMIOegOQD7VUCxLK7Kq2B6cf487LC5E7I5nNdXgI3SZroGNmquJoZpAn6xVBQ,gm,459,120,100,2026-07-02T10:45:35
YiBSsb2L7OmTfEHZampOhr6tLKpnc6gHAbkLF7QmCiQFtpPy_9JxLTiLLdNkUfaYtnEJrZdIzsVBbA,gm,459,108,96,2026-07-02T10:45:35
RBhLeu-hPkVWXQmrEQ2TfZMcEge3qaDkNvjEbxJBIX9S1gD5kwzm7YRvp4K0_ywW6SFjWXXv3ybEBA,gm,459,93,84,2026-07-02T10:45:35
FyGeeXMN2hTv0OhyJ9nNF3k3lcq7HzoR9CTsfWRBgsl5fp3e658JvKs-houoB4dbath0MDqA0pDAMA,gm,459,66,43,2026-07-02T10:45:35
7ELUWKcVBERQuTgX1tcbTJrxTDVQrlHZHnuXhpSARCPL9w2m6VCFX01PtLko0c2Q5Sjtqw6FvLnGYg,gm,459,49,42,2026-07-02T10:45:35
cjISUBNgh8Tw4JURwf90NqlOIPVNeiHaLZsh_B4JV_Nun10JnSc6o2BpaP-DvH-KGragvvDmTNCT5w,gm,459,45,30,2026-07-02T10:45:35
hC2ljEiI3VEcCFvjejUWKPq_3hXrVxnlGX9C8ps0rsczizB7foM5F0ju_CSEw_HlWqygd2IXMJkJvA,gm,457,89,69,2026-07-02T10:45:35
Mo0T7Mcyh630VJz1qohVxKdCqhBThDeu2Jy6F9nyxRffSrUwhUYfv91ZFX01QpnJxY_rtEqI2Wq6uA,gm,455,99,81,2026-07-02T10:45:35
99hsIAe1zLM9ONkMLHfAqOhfWg5XvNW08fjCQ436IWZ1l4DjajG-ac46n4b_J7Ik2R8JYIxmvxS93w,gm,455,66,56,2026-07-02T10:45:35
LKJoui4NqvbnUQIB2b4rDQvkBV2uPFp7SWUqqakD6wI5m-v6oCWamTdWaqkOxsL6CFfPrIUaE8iLaQ,gm,454,152,158,2026-07-02T10:45:35
vA6Gc2iiessAfIZKN7P30nS3T1gxWm_-8EkdtoJE-Gzlucl_9Zd7oQ3ALsOSXaZCjaiGQQRktoywWw,gm,453,105,83,2026-07-02T10:45:35
ziPUMzOLw4N2I_0m42Bk92RmTIivLCyTiU73JC9VC8eKKsba-boMgEEAMPVufp5C9ZIsXSQkN-QwSw,gm,453,98,86,2026-07-02T10:45:35
0LUTgJtD9Jg5jurYOzZNTUBt8dfpzYt5k6qToqMvkR4qckf9vRTYt_hHleL3uqG0I7jiecGPvLh7Kw,gm,453,41,26,2026-07-02T10:45:35
2D7eI4crmT4Ngef2Nv9e4pWuDDt9DG9Ob4X3r0q_9XMi28nHvRsPui_J-qWw65zts2OalPbAAq24oQ,gm,452,53,56,2026-07-02T10:45:35
J8nJBM7WnfXyA7IlZAtt4amQIpPQNy6JuEeJ0wIJhi0ICVhGl8AwhutcLt3EJSvfyunl5xshSu2YCg,gm,450,126,82,2026-07-02T10:45:35
SNI9LyGnBlvEc82O_TenpdxedgOGAm-EnW-T-pWnFKGCZ5d-VZe16tf8HAnFdZSB-DXQb049fDva_w,gm,450,119,107,2026-07-02T10:45:35
rt2P1Aux2wMU-LQ2cEl5q6bjua3d0Dg6dicQCj3MTC_aXq4W8evbN6FvLOlTwYkLYBCIt8jj98Ba-w,gm,450,53,43,2026-07-02T10:45:35
WcKpWt-ZhZkFTfLJCNNWGuKB-eJpTmTZUQ7a-QQBRJpkeH95sfL6ggKoIjJV-NIpUouhdJLk8455gw,gm,449,154,118,2026-07-02T10:45:35
OjTBr19sTkoSObPEnMxt15PCrn_GeotBVRVzMkUbP2amjQsX3Gjsl8ZYTGyqwI6U16JZjha6iht3jw,gm,449,60,35,2026-07-02T10:45:35
iwIu73rjlSI9KytnMoL8LBhQL-eNkGJZTjFTxoOTJ9EBTw67h-hwQuwpbHj1_jwmR6pCEN9w7AjYIw,gm,447,151,137,2026-07-02T10:45:35
BCjuCB5sgAzkVmAKlfjrmwyzLmQ-EWAKjy262m1TMq8niLmGAusadeZr52CGWzW6kGlznnBu5f5SMg,gm,445,132,103,2026-07-02T10:45:35
3FQlv0wpF1O5LKDB89Ukuz6zT76nXdWcGIuaokmhzBME_ZO8BjZ_a3B0p843SWy_TLYiZ1S_5p6Lqw,gm,443,110,79,2026-07-02T10:45:35
1Gksfam4cbeQCIo1bpGF4sRqV28zE3XpNZQ0wGSfNbTbOent9IYtjd8ieFZrpW3WrjIIoT7HmkSg_g,gm,442,66,58,2026-07-02T10:45:35
TOCwus4_xVsj9iW41e3nlsBgqB7EaXuAOh6nEBwES6YulF9oeITaCBqqKION8zqqEV6Af3fFCgUAoQ,gm,440,109,74,2026-07-02T10:45:35
oPLcghOJ5TUJ2t89StsJONIx45qAPLJUxK0Xf9jtcc0ZlX7UGKWPLebEIz4409CkEfZ8lrbz_iSkqg,gm,439,51,24,2026-07-02T10:45:35
dSblmMEr9iAu2mlcSmCFKFSj5vyDEKCQmH5SGCyYzYj6SE3ulOi16IUNnQex0954IA_vg1xoHrgjnQ,gm,438,38,22,2026-07-02T10:45:35
nfMZNgT13aXBa_UvW24-IKQphHduYtJS8TUHgE8M_x-fFM2hHrswGOxKDgYc4srAn9EQZEf6Qhftzw,gm,436,103,86,2026-07-02T10:45:35
h6rnfoZYlW7D2pXWTOpPqo-nlduVmVqS3ILx_B0lpXncpWZfMTF_HIyzkJsR3PERCqlDkW1pe6b3Hg,gm,433,60,50,2026-07-02T10:45:35
SdKFE6Noly0QyZyBbAz-2QaSz8pO3MUE8Gxrk6hJc0iZhHOEZz2SbkDmVY7UPYtWf4TQTfiFUeHJ6w,gm,432,130,112,2026-07-02T10:45:35
gyaH5p5zvEyMZR1wlp1Sv2kTrUKw-1H1JqMiuB0Qy1_VyrZvZuuseDy_PkOOWhJETRLx_EPyPuM4vg,gm,431,140,114,2026-07-02T10:45:35
CMn9U8l7VMJUAcWWH1N-6Ws3lo63_ajVfJn1qKSPj8o6lNa4F7qYi-atSEZjEiA384DcxXoML2SnnA,gm,431,73,59,2026-07-02T10:45:35
xx6k2yiIFrotWOZrZJwRhjyAvvbneKiVpEGaHz7vfAZSMcRFyndIs-opRIlbYgLlM1K5h-oH4-E5IA,gm,430,84,37,2026-07-02T10:45:35
4o0v4dM2FE1Yo73epoFHfNuoU72XpZWqzotId20lvqu6g8FAfjxl56xahR40Ri2WK4HK894vJ6y07w,gm,427,53,33,2026-07-02T10:45:35
1eHT4ODPIEW52LPx8KhdMbk4jx46RPE0XJIelSwMQF0mrDCECq6X8Qep-mf0Gw6ogTe3xROy_JoMcg,gm,427,51,35,2026-07-02T10:45:35
F5sQTrkfq4msQQ93dv9RW0h6FM-lVy2AcsFSl_8JkOcs8ILv2R8quXY795V4cv1cgwP0CSCDEUK76w,gm,426,51,32,2026-07-02T10:45:35
1n5sIXM1LZRZUKXIyeA14JFHGiM3jXpckX2CTET6kZbTHEZmu0j2eCLMEZ7Taq0f_1XDpbjrTgPTGQ,gm,425,126,41,2026-07-02T10:45:35
BPLk5mOeSb6KgX7FTod6TL_UTydHpdN1Viu7rR9LEBzIZdUa23v6olU5h1gBICESFhqliXgFmxjzkQ,gm,424,204,169,2026-07-02T10:45:35
L8RLN26MaW1_tgLMN7dIl-Cze48N8XZPKex7NEgwmbj04qFO3eO8EVcZmAE5Rtvv1wAoWYihjKP5gg,gm,424,140,126,2026-07-02T10:45:35
2xSFeVuF3bKI-FW7UwlrKj8g6fJydIUCJ_dblOB2RVtI1SUmhzz_wnbJzYzJIWKMfwelLTgt0ViSpA,gm,424,126,131,2026-07-02T10:45:35
0oAwmGhx-wH0nziav4a4FE41NZMQqJsGlRzTZNE4K63aPyDJ32ky9pRx5UAhfpeUhuCSdh3H5W6dbA,gm,420,109,94,2026-07-02T10:45:35
w2TU6iDpkbxNISSz-bOZxLF477Jz1LBoJbwskxZkXorpwr5Rpa814VOz_Dg3scZYR0Lod9vD3Bna5g,gm,420,57,53,2026-07-02T10:45:35
VMwQlYK76YG8GOxXEvJRH_ZbRCaXVDyDqPbSpNvWRqxYjtibWmUEKGTf2DYhVKuuVk8JMjo7GDUI5w,gm,420,32,10,2026-07-02T10:45:35
E61KW160q4bh5cZt4wS7-ByJU58A-CWg5UskZHPX95-ATUxKUZ-Jr9gDxBVtwNw3nGFwcDKXZZ8q5Q,gm,419,95,56,2026-07-02T10:45:35
y4aV3MFPwieXdc7th67DdKQyA7tlJOGOTSERdSsba_uPoWUSc9LxiV2TRWLoH2pR6QhOqNUEqTraXA,gm,418,68,61,2026-07-02T10:45:35
DDFtb1_wSdilU7xkKIRYrcx2u2jEro50TIj5mfx8PePgzfQ7zAWfhX3CDg7Z0MtajZCerZPRjwbXSw,gm,416,33,20,2026-07-02T10:45:35
oy5egHnOEvOypX3ZIp4ZTau70kOtn39CJt3_qh3WJJNGRbN6q4u-XExIRxxc3Cr5SJmGxPp-Y7qCnQ,gm,415,124,55,2026-07-02T10:45:35
R-lbBCvMaBij0TB_dlHSmYNtPFxDXKRScW1Fw6uj2oRyfIM-JhdBBJF3Y9WhVljws18IiUVzUyflyQ,gm,415,45,29,2026-07-02T10:45:35
Vel05LPYSePIobCGBUvkj3v91NyGoLqeWAReIayrBfeFVpDs8-jStEgO6X74kL1AZlMMb6CoDW13kw,gm,414,109,77,2026-07-02T10:45:35
w20YmF4igRdfiNP8MDtxe16gf-bWIpzaM1CMEulcbfywBdQFMlSbR0G5RSCPmBrqY-nCR0wRL7zHag,gm,414,93,99,2026-07-02T10:45:35
r9PvZRHzuR9ewGGmL7T6WhM1hBmUIDQui3ocaiLW7Il4BjaFKggD6T6BWtpi8r91YjKqDmkko1HVyg,gm,413,91,93,2026-07-02T10:45:35
W1IHD0xTQmJrqaVsm922UiM0a_h5vI2Rl-Awqk8LF9tNUB1ZPWEaQubAOLiMO7iQUxiQZwTeqJpBjA,gm,413,69,49,2026-07-02T10:45:35
8adi1JepL_NWVS94TH1t92tI6vu-JkXzLFj_ChzhCXXuHvhMC9dFDBGAKGYjWV4CCWJ3Hi-L5iJeyw,gm,412,106,103,2026-07-02T10:45:35
qLgnGjPzrWjCp9IJBPUF1HeAj4TeCYawjQY9QJKXE1ips4GZxQAOCJwP6kdCzMK2tiTlXi1MnQzFiw,gm,412,70,60,2026-07-02T10:45:35
63hm8QZxxernXFus0GM2Iz0ftia32wwZVAwreY_vzKDcuMwqjep9U0KDyeor2hbA0arpZlx3CP-4qg,gm,411,204,180,2026-07-02T10:45:35
l1erUL0oD5gVM-UnV5h-pHDFzK446bU46yyjTyiSdTXVrpLYRLCsHrcz-pEu6sIc9qXr6g7aV9yaIQ,gm,410,292,280,2026-07-02T10:45:35
EG9JqIRarXcWj2s9hdvHEklfk3QTniaqCfl6KRzc35Y1N9MnkFpIpH2oViKZgvyx0MGIrDDlhhtNkQ,gm,410,76,69,2026-07-02T10:45:35
X_Ya3P9SDCrnjLSb1bcHiTar5arAy34BG_RzRAdDACkWkTeBhRwPIXHUhm6N-EuX4xLL3VY_OH1OYw,gm,409,87,69,2026-07-02T10:45:35
pzHhwiqOy9lESOFjbMCNX5qDGEdUrUqNV67Pc23UY-Y48zJoPRQpDDKq-E6zoIFob7Ntgphrh6Ahrg,gm,409,52,39,2026-07-02T10:45:35
EZh-y_KUqgsfeD3okSexcVQrlsSoI1POXcEDa5vgH7kjbVvUKsUbpDbqm-fWE8YGSREM51uwtEwAXw,gm,407,127,129,2026-07-02T10:45:35
v4WR2kzDEgbzfbNOWyKHORHgqTqAPBc7Wc0NUB5duJYpbN6IDUqJ__0GStYkNmsqR2Lv5xcgW2h8Ew,gm,406,97,87,2026-07-02T10:45:35
PqUktomoG3kcs9qTsKVa54zen1BEWIEYPCHURl6CQ8RWavE0tnrZeeqpLDXZG1Az3ws79wE1NSnhEg,gm,405,125,120,2026-07-02T10:45:35
7tvsQfSywLbUGacZ1_Y98wqJxfYBKCrbvtJMrvnioyIIReIJl1goDTecjOFCDJEVxat2iRy8zH8-Qg,gm,405,88,80,2026-07-02T10:45:35
oZ4Lfm_hu0j1Nq0kgBQjXNG_cKQOMAl7fIUhVZBsQ7pejFWmPnzFnHNblwWfe3Rcr_yUxy7NYDeAZA,gm,404,118,100,2026-07-02T10:45:35
3XQEl6xJ6EzJfL-FVlZvUyD5wtvI2DY38sAH-cG5IiyHA1FiB9vKYqGAF3EUqX8-eQv-dLj5PtczqQ,gm,404,104,100,2026-07-02T10:45:35
Kel3e_Cc4bKhQSQ6eHKHVfyfQP5ezfZ3Ft4s4MhkH1_ttxOxbiqEPe733R4swzy_14z0NTSWgfJ5Pw,gm,404,97,101,2026-07-02T10:45:35
mEQEw-cXypE5VUD4WVK9bKqewhLHSeYUmNseuQYcuO6APqLAvROkaRNU8CTx1gllTQ1GyP2w4KLpsQ,gm,403,75,70,2026-07-02T10:45:35
S8itJNnqw0OEf1L57NLgZ3kfmEGiP4sj2DR9FlUbG76XOvEeG9bR9aerNqpPxyK9Z9jsYdNyUu-0pw,gm,402,150,145,2026-07-02T10:45:35
24b4PxyIxIiipafKwqN5FsK4LlZX5Ng-HuOVeE75xOrItnSBRhBQLlVeMsOkdWUZkvcjoeV2HODBWA,gm,402,93,78,2026-07-02T10:45:35
qmMe_zhqQ52VvkLjU4YxifukocuqgMLaOuCb9JDIu0khL0kehTXq9Ryn8JwHCeSxdpZ890Db0fAZwg,gm,401,85,75,2026-07-02T10:45:35
i8565BbtAUskCGjqJlx6zyxlXaBudHNy797nhgF5MnjUrhNq_gTbf2O7hzgEJi-04yiPACQ2AGHCQQ,gm,401,58,43,2026-07-02T10:45:35
Fl7DeEruVyePPrKCbIs2Ahr1JYjeCOXprGVZt4AVPNAwkdk3nxGT2L6LOtDGwCxcK1t36wjo_PMHIg,gm,401,58,54,2026-07-02T10:45:35
z347vUkTVQoxCuFTBHzweN9RdPkvd988d0r08MJdAm8DnFDFhlDUWPzl7XzmJVlX7LO9Cf30K1KGiw,gm,400,118,104,2026-07-02T10:45:35
pRcB3ui89lB8EnsuTVW0u2sxewm5CrZtRABiLNgs5pgm55P20LPQrXZUisaH3mb8nz7a5oYWy4RAWw,gm,400,98,81,2026-07-02T10:45:35
pQ5WQU6mc_h6hfT3e5LknWp8QMTCsLIaEFjSwZimFdVlaQ_WzGNUsAzXSgfvpBDSYLU3yPRtTcJxzQ,gm,400,97,92,2026-07-02T10:45:35
E2jVHFWvDSaEiMmTf-05tUc2tXQXFKqGUWVO8DsIjqoJMXyQVjkj08BUkB5vJX3jAE0Z7UCAdghG9Q,gm,400,65,26,2026-07-02T10:45:35
IkW5jBovF2fsfXqPW8byNmt5HfaL-eSMdgMn_h0Ug1KvTYsp3xGPYgjp2UKst9EETCQUR6XNiNW9nw,gm,399,110,96,2026-07-02T10:45:35
-4HxNo4kTynRsDLZV_KqfHdjlmSE_itfK0S3zC5MwXqflVbL6ETWtJCyX8Jx4MT8Th5xHvJC4DDEVA,gm,399,61,37,2026-07-02T10:45:35
7U37xZXi0tstM0PhUUv3CnSwOxNe5SM6IBjBin_Vps1lyuMXrep9eRgPyDW8GUJihw7U2lkHUSx4UQ,gm,398,331,329,2026-07-02T10:45:35
oaUu8Tqpos8f76vvXYbGYnIYjpd63UGvroILyUfFIzHbbP0ncTxu1zjJE2q4G-4npoR4b906IlmQWw,gm,398,124,105,2026-07-02T10:45:35
zmCQZbHoRUTZpmA2SFGP2t4lL__dGVQCShDsdeS4QZRxcMUJsS5KEy4CTvn_WXTc4qqNuwIGOloioQ,gm,397,87,74,2026-07-02T10:45:35
UsBUnT9VftRhoJF80vYq2zn9r5wxwYvAv1k3H-hJVvJa7ih3pUP5AJhivQZ5zsgUMe3D97ykyaHtDw,gm,397,79,64,2026-07-02T10:45:35
C5dutHgTzx8BFun7PdEu1Tg5_5DHpMQQwawqibVeYrPXNEXpmAcHsBC3paVi4ndcPYKnhs9px3D80w,gm,396,346,356,2026-07-02T10:45:35
9Wmxg9KRmV0fbzrg665wDzZgchd6gJxXpdiNdBD_KCgEhK6EhsaIAQKYIXhUyx9wpa2s3_bN2L28gA,gm,396,68,63,2026-07-02T10:45:35
DvJK7TnxJ3sBn13inMhgbVFBk1u4Gg7sIsoXdQrNKb8OFzGa6a6S1uTrv_j9B_zcQgw4GrvcOFJsKg,gm,395,100,88,2026-07-02T10:45:35
Vj5TfLNwGdrs8fELz_m5WDAd7xjBl2zraIcGJyuuP4MfIQaWGlDHq40E6s_2XsgBz1QvejkcEo1Yyg,gm,394,69,42,2026-07-02T10:45:35
9RxzzRYRwbtP9I2j_mJz0beZiSdTj2PRpZ7zIy3uCri-EoWuKeOpyzoh5vq6unCPlyo5aP3WWjFCag,gm,393,106,92,2026-07-02T10:45:35
ruomQLrfSym4Rshxpa_kWL98vujCwAsEUYqG_M4pgvsyYBiBkzaPLn8cNTREbuCh3_AvFaKLfEQPrA,gm,393,74,61,2026-07-02T10:45:35
aNaOaUh1MylOsn5tykqRsQmCvtilDSjNJBANsjc3gbbxlQBic1zxDgQCPACiqn5xOX0gzOLAaSYHzQ,gm,392,100,76,2026-07-02T10:45:35
invZP2OjA0RDEAu56LQomp7lxHGOcDFuyk2EbSe_hf-elIVZppw0_w_kJDCLkcD5uGyP5qult1zWcw,gm,392,54,39,2026-07-02T10:45:35
cUYqsS8e4VKDp2DeaZYxkKKzT8-F38kuFPoHCk4y4RR77H1Bh9rVgpeDJhH_kiPi-e0DMRIyS23y4A,gm,392,51,15,2026-07-02T10:45:35
P8jtCQSJSkRB54s4BlnKGGa9VOScaq6OxUHOsOktrIbZkM-ujd547_-KoVMGTKVeYuM0yJ98EItu7Q,gm,391,71,72,2026-07-02T10:45:35
ymehB4TSr3Wvbl5lJOZtP9yYRgqDcIcRECuMmE20EBej1LqmMzsTFYtNW97Gp4Y9g04zG0jFrbK4Eg,gm,390,201,186,2026-07-02T10:45:35
sRwafgLB918T1N-9PvIZiS19QYRgV1FmNJHuheq_z2_MI5o7LznGqeCsMCC7Hm0L-RIhe4VUg-lPxw,gm,390,142,140,2026-07-02T10:45:35
XoQTYCXz6PtENUE7zA8Yvl73yjM_GtJrmHbBDbYoTBtPpwz29wQ67MNS6GKlVVEtaG6MR-ROFDRSrQ,gm,390,59,55,2026-07-02T10:45:35
a28H7M-Kp07BolcF9pNpWPXwr45DpHI0j6UY4wZy9HAGInZmOflesrRY9VIjjdX0k56WmRGIYLEjxg,gm,390,47,44,2026-07-02T10:45:35
G9bwlurS5AbQQl7HHWc--q8dJ_zSTUP1YmD-lwicoQZzUncFxxM9OkNZb3rWqRfPxwY8MbWPKAYTsA,gm,389,75,75,2026-07-02T10:45:35
t628SBPA61bSP9IIi0aOgV4JD-5U1bWaQ2wr_RG1SYK9AOFx4rI0LP4-UBV_2wGw1h3leAW2xPpjjw,gm,389,46,26,2026-07-02T10:45:35
MYwORZv-NyZMMyA-eOHrlWVX1z5EZvdkEDbGo5TuQZD1q674XG-14PeUAdx8YvCNZ6B0z85bu6h0sA,gm,387,40,26,2026-07-02T10:45:35
IFCBokCx0JFTNa5WfU_0rHcAxAMNdte1cnfADVAN-ngirO5pwmfa_G5WoOMaII6zir30AKO5WyMX4Q,gm,386,100,73,2026-07-02T10:45:35
UWjNvYMzqG_kLl91Cn8b0qMETdnJTOALPb4YMw9mPPE3OlSMGU3Q7UGKIsY7kFMXSXa6Bobi4PUo8Q,gm,386,83,82,2026-07-02T10:45:35
E2Di2tGSDGrqcM8a0POGDwUFl21WZAPakW-ICjrpSTQC1hNSOpkyBOFRfa_IM9TAHFYJGx_D3eo8SA,gm,386,82,63,2026-07-02T10:45:35
CtCeQSgVg5gmbEs9bVTRPpdSK3-JE7DF7E6jwWSbWkG2waDMVVXnuGh9vpWMJ6hkB9ZdgBg_Lb04MQ,gm,385,111,54,2026-07-02T10:45:35
gmNOTm4oxBlPIR6-NEzG6187q79s4QPDOjJSmBy1d7Kb6HfJPp-YaANxGrb17MTAuzxp1ZEphqVKNA,gm,385,104,49,2026-07-02T10:45:35
cqW9RkGBXVN0EC_eMc_3iqFLUgn2E6pY5BtrKPqk9MGbdAEy_WLc2-x_fRW9I1s46yG8olSc736_Mw,gm,385,75,69,2026-07-02T10:45:35
pc0kMFnJ-Srl6FiMXrSm0QsU_NWEH6Rd1otORmt3uANQuy5vizgBU56G5qlX1lDQVOVrzTp0g_sKEg,gm,384,211,207,2026-07-02T10:45:35
hYEUzKVJ1TxaZ5TBwtPoL-Oen7sjzG_fIJgV5EJNRwpXXQWLX3IrXtfNSL35VR9OqzHT8cbDiFWCQg,gm,384,85,95,2026-07-02T10:45:35
pQ7bH-3KoxRLIxgH4nuzL7rFvYSWayHnRt6oOhbP7dM__jH3udsGid4NWR6S9g7lCZzwT1hLq9gmkQ,gm,383,93,89,2026-07-02T10:45:35
6h4_Atc5vRt6e7rN9emLXiN2QgcTADfIy9Cp3j1g08_pyWU6NJ3VR-70n9BD03hwmDHLHxVCbRuj2A,gm,383,85,73,2026-07-02T10:45:35
jgQA1fZR-PaxJQ6kWWCENtstouMQbWA40TAJ2ZnYeyXPCnZdgfif2qSJZ0pKl4RPqoOIDgRtSCBCqg,gm,383,82,64,2026-07-02T10:45:35
zgTZWWcqeoYoJ1Rbbh9c1ZgPK89cr2u1_ykbAh-n941DatV9sKEzrRlX9_nYzk3iChJxktIxM8SHjw,gm,382,73,66,2026-07-02T10:45:35
836WYeb0zFwPmpgm7aXPk3Ik69R1KKLq-0bnyIhjaUbwnWYjTFwlygQMiec1dWakEV7yODGMcY57pw,gm,380,200,194,2026-07-02T10:45:35
lbq3Jc3ayyV3-w-nvNNjXEPWooP_my9T1ccwGL_cTN6tFLzQRRhQdq2hLKBB5mX-iOxfeS0MtidS7A,gm,380,108,94,2026-07-02T10:45:35
qkkfkDa7XWm4ct7nq9-0j2HSuBsyXjxZMRjMpK5Pg_HgIDzShLhz5vkF8mpKQwyLLgxld03AIdlgig,gm,380,41,24,2026-07-02T10:45:35
jpIXHuViW6ZIBoGAtFfryn2onS30qHxNPIdaqC-3WmvKHi8cmPFyrRnm8aV__wGdh9bP3DMsgoCmcg,gm,380,39,33,2026-07-02T10:45:35
caYJADN2yeQKSENCBihNjRPGfqDzcpEY2t5jCOQ2Y0Q1CI5kXp9GP90j_e3yQtQJzmN3hqBqwrd9sw,gm,379,98,108,2026-07-02T10:45:35
